Rsol,Rp,CPE,CV_Area,Delta_Z,Type,Class_Multimodal
61.58,1038309.0,6.79e-06,325.2,109.74804156,120 ng/ml,Normal
35.9,1655030.0,6.79e-06,261.1,122.80630233,270 ng/ml,Normal
44.79,1151422.0,6.79e-06,380.8,7.41922657,200 ng/ml,Normal
44.76,1255792.0,8.71e-06,337.4,184.306769,10 ng/ml,Normal
36.51,764000.0,6.79e-06,317.9,153.38949366,330 ng/ml,Normal
44.69,764000.0,8.71e-06,189.9,136.17331523,300 ng/ml,Normal
36.83,7370630.0,6.79e-06,184.9,110.99445748,240 ng/ml,Normal
36.8,764000.0,6.79e-06,104.2,184.306769,300 ng/ml,Normal
36.26,764000.0,8.71e-06,182.0,119.83224819,120 ng/ml,Normal
50.08,764000.0,8.71e-06,324.8,108.93525236,180 ng/ml,Normal
43.73,764000.0,8.71e-06,104.2,96.36176022,180 ng/ml,Normal
39.94,1532960.0,8.71e-06,175.5,184.306769,240 ng/ml,Normal
43.29,764000.0,8.71e-06,193.0,88.54550921,10 ng/ml,Normal
31.25,2333686.0,6.79e-06,104.2,184.306769,57 ng/ml,Normal
35.9,764000.0,8.71e-06,192.1,164.78906757,0,Normal
33.6,764000.0,8.71e-06,106.9,129.54385619,57 ng/ml,Normal
34.03,764000.0,8.71e-06,220.4,163.2642798,200 ng/ml,Normal
31.25,6705097.0,8.71e-06,218.2,0.0,10 ng/ml,Normal
35.7,764000.0,8.71e-06,129.3,184.306769,120 ng/ml,Normal
46.65,764000.0,8.71e-06,159.0,136.62192056,106 ng/ml,Normal
45.8,5163065.0,8.71e-06,205.4,78.18482249,240 ng/ml,Normal
44.49,764000.0,8.71e-06,293.4,119.1504588,360 ng/ml,Normal
39.46,764000.0,8.71e-06,208.0,184.306769,270 ng/ml,Normal
47.3,764000.0,6.79e-06,154.2,26.94759456,120 ng/ml,Normal
61.58,764000.0,8.71e-06,121.7,184.306769,360 ng/ml,Normal
34.18,764000.0,8.71e-06,113.6,184.306769,106 ng/ml,Normal
51.12,764000.0,8.71e-06,151.1,116.01993656,150 ng/ml,Normal
40.1,4522911.0,6.79e-06,258.1,0.0,28 ng/ml,Normal
36.09,764000.0,8.71e-06,143.2,109.71555214,28 ng/ml,Normal
45.56,764000.0,8.71e-06,202.0,180.27925963,57 ng/ml,Normal
36.78,764000.0,6.79e-06,274.2,148.03915461,150 ng/ml,Normal
45.44,764000.0,8.71e-06,135.1,18.74377992,330 ng/ml,Normal
34.76,764000.0,8.71e-06,104.2,29.14870601,10 ng/ml,Normal
54.01,764000.0,8.71e-06,272.6,74.83484892,28 ng/ml,Normal
46.17,764000.0,8.71e-06,215.9,57.38194553,57 ng/ml,Normal
44.25,7457614.0,6.79e-06,142.7,163.87375193,360 ng/ml,Normal
41.36,764000.0,8.71e-06,140.0,93.11534317,0,Normal
41.97,4184708.0,6.79e-06,184.7,72.73889489,120 ng/ml,Normal
47.12,764000.0,8.71e-06,270.2,184.306769,360 ng/ml,Normal
39.21,860841.0,8.71e-06,283.4,181.75546882,360 ng/ml,Normal
45.24,764000.0,8.71e-06,299.5,121.08174693,270 ng/ml,Normal
40.76,834639.0,6.79e-06,251.1,65.77809138,10 ng/ml,Normal
55.65,764000.0,6.79e-06,141.7,36.14772442,270 ng/ml,Normal
38.72,764000.0,8.71e-06,194.6,25.7001054,180 ng/ml,Normal
39.36,2665429.0,8.71e-06,196.2,67.93579754,360 ng/ml,Normal
39.37,764000.0,8.71e-06,104.2,126.06253596,240 ng/ml,Normal
32.4,764000.0,8.71e-06,104.2,127.54266789,270 ng/ml,Normal
31.25,2193799.0,6.79e-06,179.2,63.53203633,90 ng/ml,Normal
39.54,3661032.0,8.71e-06,108.3,130.14583435,360 ng/ml,Normal
33.08,764000.0,8.71e-06,152.6,184.306769,150 ng/ml,Normal
35.29,1362167.0,8.71e-06,164.4,146.93666084,300 ng/ml,Normal
35.15,764000.0,8.71e-06,205.6,114.6064882,360 ng/ml,Normal
61.58,764000.0,8.71e-06,222.7,162.70226014,330 ng/ml,Normal
37.47,1539622.0,8.71e-06,163.3,78.76371369,0,Normal
46.4,764000.0,6.79e-06,241.8,184.306769,57 ng/ml,Normal
47.11,6198158.0,8.71e-06,438.9,56.74960887,200 ng/ml,Normal
43.36,1539812.0,8.71e-06,228.4,113.57433632,150 ng/ml,Normal
39.79,1125251.0,8.71e-06,306.3,184.306769,120 ng/ml,Normal
45.91,925201.0,8.71e-06,272.4,105.16704596,57 ng/ml,Normal
35.85,3481205.0,8.71e-06,197.6,99.24060845,10 ng/ml,Normal
37.73,2610475.0,8.71e-06,207.8,0.0,180 ng/ml,Normal
31.25,764000.0,6.79e-06,134.2,84.69544952,28 ng/ml,Normal
58.19,764000.0,8.71e-06,197.7,72.52493104,240 ng/ml,Normal
61.58,764000.0,6.79e-06,303.3,95.51376664,90 ng/ml,Normal
43.37,764000.0,6.79e-06,271.5,110.56920197,120 ng/ml,Normal
41.08,764000.0,8.71e-06,131.1,170.96045194,150 ng/ml,Normal
41.91,5745545.0,6.79e-06,140.8,163.73355965,270 ng/ml,Normal
44.76,764000.0,8.71e-06,152.5,143.47538674,90 ng/ml,Normal
52.75,2425542.0,6.79e-06,287.2,21.02992256,0,Normal
43.76,764000.0,8.71e-06,140.8,30.40718881,270 ng/ml,Normal
53.88,764000.0,6.79e-06,194.4,66.18409712,10 ng/ml,Normal
47.56,764000.0,8.71e-06,149.2,150.17403667,330 ng/ml,Normal
31.25,1828374.0,6.79e-06,235.6,113.89828171,200 ng/ml,Normal
36.69,764000.0,8.71e-06,189.0,119.75202322,360 ng/ml,Normal
49.25,3268951.0,6.79e-06,239.8,70.66928408,106 ng/ml,Normal
34.89,4137445.0,6.79e-06,104.2,126.787516,270 ng/ml,Normal
43.1,1577790.0,6.79e-06,217.4,87.56346343,10 ng/ml,Normal
53.09,764000.0,6.79e-06,104.2,98.22382714,120 ng/ml,Normal
54.83,764000.0,8.71e-06,181.6,97.49327329,90 ng/ml,Normal
34.45,764000.0,8.71e-06,262.4,118.92913319,10 ng/ml,Normal
48.76,764000.0,6.79e-06,225.1,133.68212901,57 ng/ml,Normal
47.66,764000.0,8.71e-06,285.1,184.306769,360 ng/ml,Normal
34.32,764000.0,6.79e-06,113.9,110.97125386,180 ng/ml,Normal
47.07,764000.0,6.79e-06,144.3,82.84733133,270 ng/ml,Normal
39.13,764000.0,8.71e-06,191.1,117.65215344,270 ng/ml,Normal
45.81,5319772.0,8.71e-06,252.8,49.92036043,360 ng/ml,Normal
39.93,764000.0,8.71e-06,278.4,142.1047775,57 ng/ml,Normal
34.9,764000.0,8.71e-06,190.4,38.52385068,240 ng/ml,Normal
42.77,764000.0,8.71e-06,258.6,184.306769,28 ng/ml,Normal
37.8,764000.0,8.71e-06,220.2,147.42067354,360 ng/ml,Normal
41.55,764000.0,6.79e-06,104.2,157.3441938,270 ng/ml,Normal
49.99,764000.0,6.79e-06,104.2,184.306769,300 ng/ml,Normal
45.53,1491372.0,8.71e-06,211.0,88.60739433,270 ng/ml,Normal
61.58,768922.0,6.79e-06,232.5,0.0,57 ng/ml,Normal
59.56,764000.0,8.71e-06,168.2,34.1347741,240 ng/ml,Normal
46.87,764000.0,8.71e-06,377.5,152.35964379,240 ng/ml,Normal
38.89,764000.0,8.71e-06,369.3,173.41763377,10 ng/ml,Normal
40.31,764000.0,8.71e-06,104.2,165.56135387,360 ng/ml,Normal
46.07,2376562.0,6.79e-06,193.9,142.76292776,330 ng/ml,Normal
38.26,1896157.0,8.71e-06,190.7,87.99394376,200 ng/ml,Normal
57.21,2774567.0,6.79e-06,238.2,184.306769,360 ng/ml,Normal
61.58,764000.0,8.71e-06,220.1,113.10117106,57 ng/ml,Normal
44.88,764000.0,6.79e-06,122.5,8.39614893,57 ng/ml,Normal
35.02,764000.0,8.71e-06,111.5,184.306769,57 ng/ml,Normal
42.45,764000.0,8.71e-06,230.2,184.306769,270 ng/ml,Normal
31.25,764000.0,8.71e-06,375.8,0.0,90 ng/ml,Normal
45.07,764000.0,8.71e-06,278.3,64.27832705,150 ng/ml,Normal
60.34,764000.0,6.79e-06,378.6,0.0,10 ng/ml,Normal
45.26,764000.0,8.71e-06,192.0,52.58324533,330 ng/ml,Normal
31.25,764000.0,8.71e-06,104.2,184.306769,106 ng/ml,Normal
40.71,764000.0,8.71e-06,109.8,85.20330064,10 ng/ml,Normal
45.02,764000.0,8.71e-06,172.8,130.75411192,57 ng/ml,Normal
35.93,1704851.0,6.79e-06,104.2,37.78429333,150 ng/ml,Normal
61.58,2797974.0,6.79e-06,212.9,41.07949934,120 ng/ml,Normal
36.2,1913493.0,6.79e-06,220.5,110.18127476,120 ng/ml,Normal
32.77,764000.0,8.71e-06,335.4,156.77642535,150 ng/ml,Normal
32.89,764000.0,6.79e-06,295.0,146.49260353,150 ng/ml,Normal
33.48,764000.0,8.71e-06,104.2,158.61774542,150 ng/ml,Normal
45.55,1203005.0,6.79e-06,110.7,9.74471489,106 ng/ml,Normal
48.29,3487352.0,6.79e-06,104.2,170.75003598,330 ng/ml,Normal
45.0,764000.0,8.71e-06,431.0,0.0,270 ng/ml,Normal
46.15,764000.0,6.79e-06,296.3,49.28814198,270 ng/ml,Normal
31.25,764000.0,8.71e-06,201.2,69.30652811,10 ng/ml,Normal
31.25,764000.0,8.71e-06,410.2,30.71435754,200 ng/ml,Normal
34.95,764000.0,8.71e-06,458.5,79.80017716,240 ng/ml,Normal
33.87,4404439.0,8.71e-06,234.6,166.80498561,120 ng/ml,Normal
35.69,2239573.0,6.79e-06,178.0,11.89981107,120 ng/ml,Normal
61.58,764000.0,6.79e-06,182.9,54.68194854,300 ng/ml,Normal
38.2,764000.0,6.79e-06,164.4,162.28323872,360 ng/ml,Normal
44.93,1597497.0,6.79e-06,240.8,8.8649746,106 ng/ml,Normal
31.25,764000.0,8.71e-06,104.2,108.48305559,270 ng/ml,Normal
48.31,2129620.0,6.79e-06,150.2,137.85211355,57 ng/ml,Normal
40.27,764000.0,8.71e-06,238.1,155.92999573,180 ng/ml,Normal
31.88,1003096.0,8.71e-06,164.9,181.76475151,0,Normal
34.91,1041100.0,8.71e-06,310.8,113.36756625,0,Normal
43.54,764000.0,6.79e-06,178.3,166.3525353,300 ng/ml,Normal
61.58,764000.0,8.71e-06,360.9,88.08001999,360 ng/ml,Normal
39.62,764000.0,8.71e-06,104.2,17.59476692,106 ng/ml,Normal
49.15,764000.0,8.71e-06,213.9,37.46417115,10 ng/ml,Normal
41.43,764000.0,8.71e-06,341.2,176.91745094,106 ng/ml,Normal
51.57,764000.0,8.71e-06,352.4,156.06057557,270 ng/ml,Normal
36.68,3871144.0,6.79e-06,104.2,184.306769,330 ng/ml,Normal
31.25,764000.0,8.71e-06,234.3,0.0,0,Normal
44.23,1746748.0,6.79e-06,104.2,152.01336582,106 ng/ml,Normal
37.62,2814959.0,6.79e-06,149.8,125.3410276,120 ng/ml,Normal
39.05,946947.0,8.71e-06,141.8,184.306769,57 ng/ml,Normal
31.25,764000.0,8.71e-06,294.3,158.19633489,10 ng/ml,Normal
36.52,764000.0,8.71e-06,147.3,162.09832527,360 ng/ml,Normal
45.92,7916339.0,6.79e-06,180.4,184.306769,270 ng/ml,Normal
42.17,2298932.0,6.79e-06,127.8,76.83300572,106 ng/ml,Normal
45.25,1073265.0,8.71e-06,202.6,162.81500875,300 ng/ml,Normal
52.69,764000.0,6.79e-06,189.7,184.306769,200 ng/ml,Normal
37.89,764000.0,8.71e-06,104.2,184.306769,106 ng/ml,Normal
42.65,764000.0,8.71e-06,104.2,184.306769,0,Normal
61.58,764000.0,8.71e-06,289.9,184.306769,120 ng/ml,Normal
45.23,764000.0,8.71e-06,151.7,184.306769,90 ng/ml,Normal
39.02,764000.0,6.79e-06,270.8,8.93099867,200 ng/ml,Normal
40.03,1601662.0,6.79e-06,347.1,87.27119238,150 ng/ml,Normal
31.25,764000.0,6.79e-06,104.2,175.53688085,360 ng/ml,Normal
43.05,764000.0,8.71e-06,206.9,89.71269912,57 ng/ml,Normal
44.46,764000.0,8.71e-06,220.9,25.61060707,57 ng/ml,Normal
44.51,4187723.0,8.71e-06,307.2,30.84243628,0,Normal
31.86,764000.0,8.71e-06,367.2,115.92204213,300 ng/ml,Normal
44.48,764000.0,8.71e-06,104.2,137.56351954,106 ng/ml,Normal
42.89,764000.0,6.79e-06,318.8,105.35322707,270 ng/ml,Normal
43.43,764000.0,8.71e-06,104.2,184.306769,57 ng/ml,Normal
45.89,764000.0,6.79e-06,152.1,172.13680283,57 ng/ml,Normal
42.28,764000.0,8.71e-06,277.8,163.61702206,106 ng/ml,Normal
37.96,764000.0,8.71e-06,218.1,160.92480523,360 ng/ml,Normal
35.16,4212065.0,8.71e-06,104.2,150.50459256,28 ng/ml,Normal
61.58,3068116.0,6.79e-06,389.5,29.70429872,360 ng/ml,Normal
35.77,764000.0,8.71e-06,186.4,115.50480321,150 ng/ml,Normal
34.49,5108002.0,6.79e-06,104.2,26.34643454,0,Normal
41.98,764000.0,6.79e-06,237.3,184.306769,28 ng/ml,Normal
43.4,764000.0,8.71e-06,188.2,182.54056548,240 ng/ml,Normal
61.58,7422891.0,6.79e-06,104.2,51.70743711,300 ng/ml,Normal
61.58,764000.0,6.79e-06,205.8,35.24652879,270 ng/ml,Normal
45.09,5526989.0,6.79e-06,174.0,0.0,300 ng/ml,Normal
59.93,2465393.0,8.71e-06,227.1,92.58760593,270 ng/ml,Normal
32.95,764000.0,8.71e-06,104.2,32.52012092,106 ng/ml,Normal
35.59,3791715.0,6.79e-06,274.4,71.52724085,360 ng/ml,Normal
61.58,887970.0,6.79e-06,240.6,1.27861445,330 ng/ml,Normal
57.02,764000.0,6.79e-06,228.9,155.69410837,28 ng/ml,Normal
46.9,764000.0,8.71e-06,300.9,2.04564968,57 ng/ml,Normal
42.64,905177.0,6.79e-06,301.5,0.0,0,Normal
35.83,1615805.0,6.79e-06,104.2,112.50560585,0,Normal
43.4,764000.0,8.71e-06,135.5,136.68759934,120 ng/ml,Normal
40.54,808339.0,6.79e-06,121.0,115.30849171,90 ng/ml,Normal
61.42,1041410.0,6.79e-06,315.0,71.15126231,10 ng/ml,Normal
35.64,764000.0,8.71e-06,214.7,63.43753424,106 ng/ml,Normal
42.68,764000.0,8.71e-06,255.2,164.21148758,360 ng/ml,Normal
42.53,764000.0,8.71e-06,104.2,124.57656813,106 ng/ml,Normal
38.13,1818429.0,6.79e-06,147.0,184.306769,200 ng/ml,Normal
41.77,2595786.0,6.79e-06,195.8,182.88275584,0,Normal
39.75,764000.0,8.71e-06,294.8,123.85702892,106 ng/ml,Normal
39.59,764000.0,8.71e-06,199.4,122.06079087,0,Normal
35.13,4091140.0,6.79e-06,113.4,16.52897463,106 ng/ml,Normal
41.16,764000.0,8.71e-06,116.5,59.52143162,120 ng/ml,Normal
46.57,764000.0,6.79e-06,105.5,89.25214668,28 ng/ml,Normal
48.22,12774032.0,6.79e-06,385.4,0.0,0,Normal
35.46,764000.0,8.71e-06,238.8,139.79391627,180 ng/ml,Normal
46.42,4062266.0,6.79e-06,153.5,50.07700896,360 ng/ml,Normal
40.01,905836.0,8.71e-06,106.8,120.59131039,240 ng/ml,Normal
47.85,764000.0,8.71e-06,236.1,133.03819209,150 ng/ml,Normal
61.58,3439496.0,8.71e-06,261.2,92.69388404,360 ng/ml,Normal
43.65,5850010.0,8.71e-06,245.8,93.18320847,360 ng/ml,Normal
41.87,1484316.0,6.79e-06,372.9,75.6566175,360 ng/ml,Normal
43.91,764000.0,8.71e-06,104.2,94.65058214,270 ng/ml,Normal
47.04,764000.0,6.79e-06,184.4,102.03188239,330 ng/ml,Normal
42.5,3840255.0,6.79e-06,286.4,0.0,360 ng/ml,Normal
39.36,764000.0,8.71e-06,230.5,184.306769,330 ng/ml,Normal
34.76,1094454.0,6.79e-06,214.9,184.306769,106 ng/ml,Normal
33.18,764000.0,8.71e-06,104.2,103.68124922,57 ng/ml,Normal
45.92,764000.0,6.79e-06,104.2,99.89793823,200 ng/ml,Normal
36.08,1942435.0,8.71e-06,224.9,172.48583699,300 ng/ml,Normal
47.36,1117594.0,6.79e-06,171.6,98.9198641,90 ng/ml,Normal
38.03,764000.0,8.71e-06,116.3,68.15356593,57 ng/ml,Normal
38.25,1357760.0,6.79e-06,137.6,165.83811121,300 ng/ml,Normal
36.43,764000.0,8.71e-06,224.0,143.61590877,57 ng/ml,Normal
61.58,3110564.0,6.79e-06,104.2,128.94782592,90 ng/ml,Normal
31.25,1517679.0,8.71e-06,104.2,184.306769,240 ng/ml,Normal
38.17,764000.0,8.71e-06,105.9,59.53305676,106 ng/ml,Normal
60.71,1829242.0,6.79e-06,160.5,164.64201282,0,Normal
46.62,4781381.0,6.79e-06,165.0,184.306769,120 ng/ml,Normal
31.25,3951230.0,8.71e-06,177.2,30.85267088,106 ng/ml,Normal
33.96,764000.0,8.71e-06,332.7,122.62125823,240 ng/ml,Normal
34.55,1305789.0,8.71e-06,104.2,112.44088522,360 ng/ml,Normal
52.72,764000.0,8.71e-06,185.3,42.94690054,200 ng/ml,Normal
61.58,764000.0,6.79e-06,185.6,62.55980976,57 ng/ml,Normal
39.5,4199464.0,8.71e-06,252.5,0.0,150 ng/ml,Normal
36.67,764000.0,8.71e-06,267.6,77.76570697,240 ng/ml,Normal
44.03,5819105.0,6.79e-06,237.2,91.0449776,106 ng/ml,Normal
39.08,2689149.0,8.71e-06,136.3,148.94546754,300 ng/ml,Normal
37.85,1931290.0,6.79e-06,104.2,148.14782804,10 ng/ml,Normal
43.23,764000.0,8.71e-06,158.6,130.59307403,150 ng/ml,Normal
44.14,764000.0,8.71e-06,394.8,77.72744542,120 ng/ml,Normal
40.84,764000.0,8.71e-06,152.1,184.306769,270 ng/ml,Normal
43.5,764000.0,8.71e-06,169.9,104.06288013,90 ng/ml,Normal
31.25,2478857.0,6.79e-06,104.2,162.09242716,360 ng/ml,Normal
41.87,1189958.0,6.79e-06,358.7,0.0,90 ng/ml,Normal
40.29,764000.0,8.71e-06,141.2,146.17048419,200 ng/ml,Normal
54.28,764000.0,8.71e-06,264.1,168.26564069,200 ng/ml,Normal
42.92,2066197.0,6.79e-06,189.6,116.36292329,106 ng/ml,Normal
44.76,1308736.0,6.79e-06,108.7,22.44204261,270 ng/ml,Normal
49.97,1628684.0,6.79e-06,210.2,48.6750053,180 ng/ml,Normal
53.25,764000.0,6.79e-06,227.2,78.5275619,240 ng/ml,Normal
33.11,764000.0,8.71e-06,188.9,130.88574944,360 ng/ml,Normal
39.32,764000.0,8.71e-06,215.1,66.6507701,240 ng/ml,Normal
35.04,1494828.0,8.71e-06,176.1,109.59376348,10 ng/ml,Normal
34.04,764000.0,8.71e-06,259.4,169.86720353,120 ng/ml,Normal
45.12,2489154.0,6.79e-06,104.2,168.12043377,200 ng/ml,Normal
31.25,3492062.0,6.79e-06,122.1,112.79011536,10 ng/ml,Normal
37.74,764000.0,8.71e-06,262.6,149.72626504,120 ng/ml,Normal
39.29,1883043.0,6.79e-06,268.9,49.15123784,57 ng/ml,Normal
38.52,1521446.0,8.71e-06,304.3,150.46429498,106 ng/ml,Normal
46.55,2771289.0,6.79e-06,264.4,105.36573879,120 ng/ml,Normal
46.1,764000.0,8.71e-06,104.2,184.306769,360 ng/ml,Normal
31.25,764000.0,8.71e-06,304.7,81.43367376,300 ng/ml,Normal
37.69,828205.0,8.71e-06,126.7,72.8824733,57 ng/ml,Normal
35.84,764000.0,8.71e-06,380.2,55.59745084,270 ng/ml,Normal
44.63,764000.0,8.71e-06,323.8,184.306769,120 ng/ml,Normal
61.58,764000.0,6.79e-06,162.3,45.81663328,90 ng/ml,Normal
42.47,1943644.0,6.79e-06,192.8,180.00387106,106 ng/ml,Normal
40.64,764000.0,8.71e-06,122.9,184.306769,57 ng/ml,Normal
42.68,764000.0,8.71e-06,120.7,143.55528508,57 ng/ml,Normal
39.77,2284304.0,8.71e-06,104.2,169.777475,360 ng/ml,Normal
34.4,2039367.0,8.71e-06,111.7,154.65961093,180 ng/ml,Normal
38.61,1165695.0,6.79e-06,313.0,52.65027108,10 ng/ml,Normal
61.58,764000.0,8.71e-06,261.8,76.01023623,10 ng/ml,Normal
42.2,2790097.0,6.79e-06,253.8,34.7213537,0,Normal
44.29,1072251.0,8.71e-06,378.0,30.28467844,57 ng/ml,Normal
35.73,764000.0,8.71e-06,151.2,184.306769,120 ng/ml,Normal
48.09,3089608.0,6.79e-06,104.2,155.20480727,57 ng/ml,Normal
47.84,7384157.0,6.79e-06,129.9,96.5826651,106 ng/ml,Normal
32.31,3979100.0,6.79e-06,139.4,106.63009015,90 ng/ml,Normal
42.06,985002.0,6.79e-06,187.5,61.27236988,57 ng/ml,Normal
40.59,764000.0,8.71e-06,216.4,126.21533329,150 ng/ml,Normal
61.58,908072.0,6.79e-06,127.4,101.33257907,330 ng/ml,Normal
41.22,3295726.0,6.79e-06,154.2,69.80734546,270 ng/ml,Normal
33.35,4666032.0,6.79e-06,104.2,14.40377966,0,Normal
40.62,764000.0,6.79e-06,324.4,3.67704531,120 ng/ml,Normal
48.63,2094301.0,6.79e-06,343.1,0.0,0,Normal
36.36,764000.0,6.79e-06,137.3,76.54066472,180 ng/ml,Normal
31.25,1072630.0,6.79e-06,104.2,110.63263162,0,Normal
42.56,2407274.0,8.71e-06,207.6,135.66286366,300 ng/ml,Normal
39.08,764000.0,6.79e-06,189.8,176.47188177,120 ng/ml,Normal
39.72,764000.0,8.71e-06,264.6,144.57401065,200 ng/ml,Normal
