Rsol,Rp,CPE,CV_Area,Delta_Z,Type,Class_Multimodal
61.19,4090269.0,6.79e-06,216.4,39.71619119,360 ng/ml,Normal
33.86,9759939.0,8.71e-06,104.2,174.28687815,120 ng/ml,Normal
31.25,2720095.0,6.79e-06,185.8,97.91325518,300 ng/ml,Normal
33.71,764000.0,8.71e-06,104.2,117.89061346,28 ng/ml,Normal
61.58,764000.0,8.71e-06,303.9,0.0,57 ng/ml,Normal
31.25,768298.0,8.71e-06,255.9,110.72240059,28 ng/ml,Normal
61.58,764000.0,6.79e-06,282.6,167.20866446,200 ng/ml,Normal
46.49,1144366.0,8.71e-06,359.1,184.306769,120 ng/ml,Normal
36.15,967349.0,6.79e-06,179.3,180.63285426,28 ng/ml,Normal
57.02,1588440.0,8.71e-06,106.6,67.64176115,200 ng/ml,Normal
61.58,4314089.0,6.79e-06,104.2,184.306769,28 ng/ml,Normal
31.25,764000.0,8.71e-06,189.4,155.2628863,28 ng/ml,Normal
41.5,764000.0,8.71e-06,138.9,154.6473854,360 ng/ml,Normal
41.91,3151602.0,6.79e-06,111.9,159.2467224,200 ng/ml,Normal
37.72,1455120.0,6.79e-06,110.2,26.02600128,180 ng/ml,Normal
53.73,764000.0,8.71e-06,217.4,36.86288359,90 ng/ml,Normal
37.51,967494.0,8.71e-06,168.7,184.306769,120 ng/ml,Normal
39.46,764000.0,6.79e-06,255.9,66.67557735,57 ng/ml,Normal
61.58,764000.0,6.79e-06,146.2,51.17234472,57 ng/ml,Normal
36.63,764000.0,6.79e-06,295.0,108.0229651,360 ng/ml,Normal
38.53,764000.0,8.71e-06,154.2,113.96014039,106 ng/ml,Normal
39.93,764000.0,6.79e-06,104.2,138.46861925,0,Normal
33.06,1013657.0,8.71e-06,233.9,132.73498655,10 ng/ml,Normal
45.34,2918887.0,6.79e-06,247.7,0.0,270 ng/ml,Normal
38.32,3049015.0,6.79e-06,104.2,152.7371793,10 ng/ml,Normal
37.02,764000.0,6.79e-06,339.8,184.306769,120 ng/ml,Normal
37.06,764000.0,8.71e-06,330.3,173.7001399,150 ng/ml,Normal
60.21,764000.0,8.71e-06,149.1,152.7641439,120 ng/ml,Normal
33.31,764000.0,8.71e-06,163.4,168.59309819,150 ng/ml,Normal
41.86,764000.0,8.71e-06,252.9,184.306769,120 ng/ml,Normal
31.25,764000.0,8.71e-06,166.8,56.29536362,180 ng/ml,Normal
43.75,764000.0,6.79e-06,294.6,44.998817,106 ng/ml,Normal
37.31,764000.0,8.71e-06,104.2,172.84033376,120 ng/ml,Normal
47.32,764000.0,8.71e-06,361.7,146.2669321,28 ng/ml,Normal
35.64,764000.0,6.79e-06,205.1,39.90950386,10 ng/ml,Normal
46.68,764000.0,6.79e-06,209.0,121.01786311,120 ng/ml,Normal
49.66,798114.0,8.71e-06,353.4,90.49107291,180 ng/ml,Normal
34.95,764000.0,8.71e-06,104.2,184.306769,120 ng/ml,Normal
39.34,4268796.0,6.79e-06,176.2,14.28933876,240 ng/ml,Normal
41.88,764000.0,8.71e-06,145.1,133.78275786,106 ng/ml,Normal
37.42,764000.0,8.71e-06,161.7,36.56379989,150 ng/ml,Normal
34.32,764000.0,6.79e-06,125.7,184.306769,270 ng/ml,Normal
33.13,2056536.0,6.79e-06,104.2,123.52306357,270 ng/ml,Normal
44.84,764000.0,8.71e-06,235.0,80.97024886,10 ng/ml,Normal
43.88,4161288.0,6.79e-06,114.7,35.51170454,57 ng/ml,Normal
36.12,764000.0,6.79e-06,231.8,2.13414011,120 ng/ml,Normal
35.48,764000.0,8.71e-06,301.7,121.3402873,57 ng/ml,Normal
34.07,764000.0,6.79e-06,104.2,117.54938435,270 ng/ml,Normal
40.75,6740494.0,8.71e-06,307.5,88.99764921,10 ng/ml,Normal
31.25,764000.0,8.71e-06,104.2,131.30990683,0,Normal
60.37,764000.0,8.71e-06,397.2,68.51718984,240 ng/ml,Normal
35.21,3953264.0,8.71e-06,104.2,160.8205305,360 ng/ml,Normal
35.58,764000.0,8.71e-06,115.0,132.59972493,300 ng/ml,Normal
36.46,3045477.0,6.79e-06,181.4,36.16161112,28 ng/ml,Normal
37.66,764000.0,8.71e-06,194.1,184.306769,120 ng/ml,Normal
41.36,764000.0,8.71e-06,273.8,116.02993163,200 ng/ml,Normal
47.33,764000.0,8.71e-06,151.3,148.19025342,330 ng/ml,Normal
47.41,1988577.0,8.71e-06,288.0,0.0,360 ng/ml,Normal
48.07,7272431.0,6.79e-06,220.9,100.57495251,90 ng/ml,Normal
43.83,1038628.0,6.79e-06,104.2,89.64530706,90 ng/ml,Normal
61.55,764000.0,6.79e-06,234.9,150.67113971,120 ng/ml,Normal
56.16,5812096.0,6.79e-06,310.9,69.84764149,150 ng/ml,Normal
42.61,2418766.0,6.79e-06,210.8,184.306769,200 ng/ml,Normal
37.65,764000.0,8.71e-06,217.5,0.0,240 ng/ml,Normal
34.87,1992704.0,8.71e-06,214.2,94.34202599,360 ng/ml,Normal
39.68,2783102.0,8.71e-06,240.4,182.52173879,150 ng/ml,Normal
31.25,764000.0,8.71e-06,104.2,184.306769,300 ng/ml,Normal
60.66,764000.0,6.79e-06,410.2,45.76416928,120 ng/ml,Normal
55.38,1309902.0,6.79e-06,203.7,122.67523409,10 ng/ml,Normal
51.12,764000.0,8.71e-06,125.1,174.15122767,0,Normal
36.71,764000.0,6.79e-06,113.2,184.306769,330 ng/ml,Normal
43.91,2766296.0,6.79e-06,196.5,137.01136429,300 ng/ml,Normal
57.29,764000.0,6.79e-06,104.2,99.45347107,240 ng/ml,Normal
47.08,764000.0,8.71e-06,420.3,184.306769,10 ng/ml,Normal
44.41,764000.0,8.71e-06,370.2,169.82855469,200 ng/ml,Normal
45.39,764000.0,8.71e-06,274.7,143.35401493,106 ng/ml,Normal
49.55,6121008.0,6.79e-06,104.2,87.48129842,0,Normal
31.25,764000.0,8.71e-06,229.3,80.67780443,360 ng/ml,Normal
49.95,764000.0,8.71e-06,455.5,149.574009,150 ng/ml,Normal
61.58,764000.0,8.71e-06,143.3,184.306769,57 ng/ml,Normal
35.74,764000.0,6.79e-06,175.7,104.2653355,150 ng/ml,Normal
47.41,1695200.0,8.71e-06,210.0,167.213592,360 ng/ml,Normal
56.39,764000.0,6.79e-06,248.6,160.083776,57 ng/ml,Normal
40.74,764000.0,8.71e-06,194.1,135.25520296,10 ng/ml,Normal
53.47,3637246.0,6.79e-06,115.5,163.21180024,360 ng/ml,Normal
46.18,764000.0,6.79e-06,488.5,45.63160162,120 ng/ml,Normal
36.12,764000.0,8.71e-06,162.6,130.63307297,270 ng/ml,Normal
53.31,10638134.0,6.79e-06,222.1,16.19691933,300 ng/ml,Normal
42.5,764000.0,8.71e-06,173.6,42.3312721,28 ng/ml,Normal
39.49,3331453.0,6.79e-06,149.2,33.34865709,150 ng/ml,Normal
43.77,764000.0,6.79e-06,137.6,53.48555463,10 ng/ml,Normal
36.94,764000.0,6.79e-06,195.1,181.31218299,0,Normal
33.04,764000.0,8.71e-06,412.7,39.10915484,330 ng/ml,Normal
43.11,764000.0,6.79e-06,104.2,102.62532756,180 ng/ml,Normal
38.05,1422495.0,8.71e-06,104.2,184.306769,360 ng/ml,Normal
32.41,1363273.0,8.71e-06,366.1,75.95414657,90 ng/ml,Normal
32.38,764000.0,8.71e-06,104.2,56.90704754,120 ng/ml,Normal
41.96,901809.0,8.71e-06,105.0,158.71524478,300 ng/ml,Normal
61.58,3184699.0,8.71e-06,214.5,148.12986616,240 ng/ml,Normal
43.62,764000.0,6.79e-06,104.2,89.04642281,300 ng/ml,Normal
45.93,764000.0,8.71e-06,359.6,78.28352185,28 ng/ml,Normal
35.85,764000.0,8.71e-06,177.3,184.306769,0,Normal
31.25,764000.0,8.71e-06,168.0,169.53977092,10 ng/ml,Normal
47.21,1133922.0,6.79e-06,270.6,21.15548776,300 ng/ml,Normal
38.53,830801.0,6.79e-06,104.2,160.59323522,330 ng/ml,Normal
36.61,2022618.0,6.79e-06,104.2,184.306769,28 ng/ml,Normal
49.54,1339077.0,8.71e-06,342.5,5.95961673,330 ng/ml,Normal
46.8,764000.0,6.79e-06,286.5,67.58904206,270 ng/ml,Normal
37.05,1622118.0,8.71e-06,104.2,129.13733094,180 ng/ml,Normal
39.86,764000.0,8.71e-06,130.8,155.77828719,360 ng/ml,Normal
39.45,1032020.0,6.79e-06,205.7,102.03436327,200 ng/ml,Normal
37.95,3939832.0,6.79e-06,251.0,70.24275936,200 ng/ml,Normal
36.29,1500205.0,6.79e-06,113.1,0.221576,10 ng/ml,Normal
40.81,764000.0,8.71e-06,121.1,140.28780271,120 ng/ml,Normal
39.55,764000.0,8.71e-06,154.0,111.36601398,28 ng/ml,Normal
37.98,764000.0,8.71e-06,192.5,184.306769,0,Normal
40.85,2280909.0,8.71e-06,131.5,128.74493815,150 ng/ml,Normal
38.44,3378045.0,6.79e-06,104.2,184.306769,360 ng/ml,Normal
51.03,764000.0,6.79e-06,122.9,124.76620069,200 ng/ml,Normal
38.31,865395.0,6.79e-06,252.7,0.0,330 ng/ml,Normal
41.55,764000.0,8.71e-06,354.3,0.0,10 ng/ml,Normal
44.25,985216.0,8.71e-06,263.5,116.85843359,150 ng/ml,Normal
40.01,3859317.0,6.79e-06,104.2,116.1436726,360 ng/ml,Normal
35.86,764000.0,8.71e-06,170.9,184.306769,180 ng/ml,Normal
56.9,764000.0,6.79e-06,158.3,102.96804209,360 ng/ml,Normal
39.36,2330798.0,8.71e-06,180.0,166.50152498,106 ng/ml,Normal
60.1,764000.0,6.79e-06,104.2,160.22398072,150 ng/ml,Normal
44.06,764000.0,6.79e-06,131.0,106.67847898,330 ng/ml,Normal
44.36,2319694.0,6.79e-06,115.3,184.306769,57 ng/ml,Normal
40.68,764000.0,8.71e-06,159.1,184.306769,300 ng/ml,Normal
61.58,764000.0,8.71e-06,225.0,67.78738025,0,Normal
43.62,764000.0,8.71e-06,154.8,184.306769,10 ng/ml,Normal
31.25,8114865.0,8.71e-06,104.2,99.38624855,300 ng/ml,Normal
41.15,764000.0,6.79e-06,289.2,53.22390966,200 ng/ml,Normal
56.87,1241533.0,8.71e-06,381.4,157.99927057,360 ng/ml,Normal
43.41,764000.0,6.79e-06,369.8,184.306769,10 ng/ml,Normal
34.24,829945.0,6.79e-06,104.2,117.38148087,360 ng/ml,Normal
58.48,764000.0,6.79e-06,233.1,36.75110244,360 ng/ml,Normal
52.61,764000.0,8.71e-06,194.5,184.306769,150 ng/ml,Normal
40.15,1475623.0,8.71e-06,389.7,123.8496065,90 ng/ml,Normal
46.15,3543957.0,8.71e-06,355.8,35.07328403,200 ng/ml,Normal
45.54,947369.0,8.71e-06,104.2,99.81094256,270 ng/ml,Normal
40.15,5272538.0,8.71e-06,124.0,81.5480015,200 ng/ml,Normal
55.6,764000.0,8.71e-06,273.6,184.306769,10 ng/ml,Normal
55.01,764000.0,8.71e-06,189.9,176.68170667,10 ng/ml,Normal
37.29,764000.0,6.79e-06,208.4,76.71676443,330 ng/ml,Normal
43.98,764000.0,6.79e-06,138.3,22.55301805,28 ng/ml,Normal
31.25,764000.0,6.79e-06,163.7,59.98943292,330 ng/ml,Normal
42.78,764000.0,6.79e-06,226.5,128.48770122,180 ng/ml,Normal
37.82,2493433.0,6.79e-06,118.4,0.0,10 ng/ml,Normal
54.62,764000.0,6.79e-06,319.2,125.24481612,90 ng/ml,Normal
48.78,764000.0,6.79e-06,258.9,83.10352885,240 ng/ml,Normal
42.81,764000.0,6.79e-06,240.0,95.08402766,106 ng/ml,Normal
31.25,7074128.0,8.71e-06,104.2,184.306769,57 ng/ml,Normal
31.25,1152693.0,8.71e-06,121.1,54.30265542,106 ng/ml,Normal
37.58,764000.0,8.71e-06,171.1,83.71291019,120 ng/ml,Normal
31.25,3659570.0,6.79e-06,104.2,97.27376984,240 ng/ml,Normal
46.43,764000.0,6.79e-06,127.8,184.306769,200 ng/ml,Normal
47.97,764000.0,8.71e-06,380.6,100.53596303,360 ng/ml,Normal
43.85,764000.0,8.71e-06,104.2,130.6440044,57 ng/ml,Normal
45.38,764000.0,6.79e-06,141.5,150.74189223,300 ng/ml,Normal
45.08,4317350.0,8.71e-06,176.9,75.20632921,270 ng/ml,Normal
40.38,2430147.0,8.71e-06,371.5,155.39699381,270 ng/ml,Normal
34.45,764000.0,6.79e-06,155.2,112.57989694,57 ng/ml,Normal
37.28,2171589.0,6.79e-06,399.6,105.58742992,150 ng/ml,Normal
47.99,764000.0,6.79e-06,167.9,172.59767102,57 ng/ml,Normal
43.14,764000.0,8.71e-06,212.6,129.75858375,360 ng/ml,Normal
38.76,764000.0,8.71e-06,122.4,184.306769,270 ng/ml,Normal
48.46,4516203.0,6.79e-06,104.2,157.58415635,300 ng/ml,Normal
42.16,764000.0,8.71e-06,208.6,13.8881299,360 ng/ml,Normal
49.31,764000.0,8.71e-06,141.1,164.62235865,360 ng/ml,Normal
61.58,1249028.0,8.71e-06,296.1,56.17948241,360 ng/ml,Normal
31.97,764000.0,8.71e-06,153.1,170.23298636,90 ng/ml,Normal
38.15,764000.0,8.71e-06,176.8,127.76009876,0,Normal
37.5,1811232.0,8.71e-06,157.1,81.69752041,200 ng/ml,Normal
36.32,764000.0,8.71e-06,271.1,39.23810461,150 ng/ml,Normal
34.43,2101305.0,8.71e-06,113.7,92.4812835,300 ng/ml,Normal
61.58,764000.0,6.79e-06,311.6,134.79570664,270 ng/ml,Normal
42.92,764000.0,8.71e-06,366.7,35.25806994,10 ng/ml,Normal
54.36,764000.0,8.71e-06,261.4,181.26977628,360 ng/ml,Normal
39.34,2346132.0,6.79e-06,127.3,0.0,180 ng/ml,Normal
54.14,764000.0,8.71e-06,217.2,133.75095594,0,Normal
42.09,764000.0,6.79e-06,106.1,28.65900051,57 ng/ml,Normal
37.87,764000.0,6.79e-06,129.1,149.15203852,200 ng/ml,Normal
40.23,764000.0,6.79e-06,121.2,184.306769,360 ng/ml,Normal
44.62,2378547.0,6.79e-06,274.2,87.53349888,106 ng/ml,Normal
43.72,826520.0,8.71e-06,193.3,159.83282604,57 ng/ml,Normal
32.99,764000.0,8.71e-06,192.9,184.306769,330 ng/ml,Normal
42.58,3486432.0,6.79e-06,177.5,89.77633953,200 ng/ml,Normal
34.52,4357008.0,6.79e-06,104.2,131.16422084,28 ng/ml,Normal
36.95,1655741.0,6.79e-06,104.2,134.44805368,200 ng/ml,Normal
43.51,764000.0,8.71e-06,367.2,91.87873295,240 ng/ml,Normal
36.07,764000.0,8.71e-06,246.4,184.306769,360 ng/ml,Normal
31.25,1745573.0,8.71e-06,287.3,173.90172113,57 ng/ml,Normal
43.63,764000.0,6.79e-06,175.4,184.306769,270 ng/ml,Normal
50.54,764000.0,6.79e-06,372.5,86.66429247,90 ng/ml,Normal
31.25,764000.0,8.71e-06,267.8,184.306769,10 ng/ml,Normal
38.27,764000.0,8.71e-06,134.5,161.20987468,180 ng/ml,Normal
31.25,1075423.0,6.79e-06,104.2,119.21880043,57 ng/ml,Normal
31.25,4471623.0,6.79e-06,140.5,154.25903668,28 ng/ml,Normal
57.25,764000.0,8.71e-06,298.8,40.9475974,270 ng/ml,Normal
36.31,764000.0,8.71e-06,281.7,55.75757103,330 ng/ml,Normal
61.58,2252220.0,6.79e-06,116.2,0.0,270 ng/ml,Normal
36.07,3179671.0,6.79e-06,104.2,173.16066126,200 ng/ml,Normal
55.81,1259867.0,6.79e-06,242.3,184.306769,200 ng/ml,Normal
42.55,764000.0,8.71e-06,184.7,184.306769,180 ng/ml,Normal
46.41,764000.0,8.71e-06,343.4,149.52366347,57 ng/ml,Normal
41.68,764000.0,8.71e-06,325.4,84.97097049,300 ng/ml,Normal
48.43,764000.0,8.71e-06,114.2,85.89595885,57 ng/ml,Normal
35.98,764000.0,6.79e-06,104.2,75.84001597,57 ng/ml,Normal
31.98,764000.0,8.71e-06,179.2,184.306769,200 ng/ml,Normal
31.25,764000.0,8.71e-06,282.8,184.306769,106 ng/ml,Normal
34.74,1368005.0,6.79e-06,188.5,159.02681843,57 ng/ml,Normal
40.68,764000.0,6.79e-06,104.2,147.0603782,120 ng/ml,Normal
33.09,764000.0,8.71e-06,128.8,120.72336475,270 ng/ml,Normal
40.41,764000.0,8.71e-06,269.2,184.306769,10 ng/ml,Normal
35.1,2508524.0,6.79e-06,165.1,71.5336087,90 ng/ml,Normal
33.1,764000.0,8.71e-06,276.5,46.28786673,240 ng/ml,Normal
32.36,764000.0,6.79e-06,104.2,180.22086329,57 ng/ml,Normal
34.0,764000.0,6.79e-06,104.2,173.7854884,360 ng/ml,Normal
44.58,6652980.0,6.79e-06,172.0,83.7811723,10 ng/ml,Normal
48.54,1511483.0,8.71e-06,154.3,98.93261847,10 ng/ml,Normal
39.99,764000.0,8.71e-06,166.9,184.306769,0,Normal
39.08,1967620.0,8.71e-06,104.2,88.23591705,0,Normal
42.36,1271766.0,6.79e-06,130.1,101.93090046,106 ng/ml,Normal
53.13,764000.0,8.71e-06,143.5,184.306769,150 ng/ml,Normal
38.23,764000.0,8.71e-06,187.6,80.73707024,106 ng/ml,Normal
38.16,2869902.0,6.79e-06,192.9,0.0,240 ng/ml,Normal
31.25,1297587.0,8.71e-06,104.2,155.60964334,28 ng/ml,Normal
36.02,2073523.0,8.71e-06,104.2,184.306769,180 ng/ml,Normal
42.7,764000.0,8.71e-06,460.6,146.6251494,240 ng/ml,Normal
60.56,2121629.0,6.79e-06,176.2,127.94435582,106 ng/ml,Normal
41.91,764000.0,6.79e-06,108.8,47.17120002,200 ng/ml,Normal
36.48,2100443.0,8.71e-06,104.2,160.35135019,200 ng/ml,Normal
32.16,764000.0,8.71e-06,195.0,176.34527134,300 ng/ml,Normal
37.17,764000.0,8.71e-06,145.5,174.53388981,360 ng/ml,Normal
39.75,4138941.0,6.79e-06,140.7,147.78895746,10 ng/ml,Normal
32.13,6638027.0,8.71e-06,120.7,69.7380908,150 ng/ml,Normal
45.4,1823147.0,6.79e-06,138.2,84.28000437,28 ng/ml,Normal
61.58,764000.0,8.71e-06,217.7,107.4005504,150 ng/ml,Normal
36.72,764000.0,6.79e-06,161.1,91.31883487,0,Normal
41.56,764000.0,8.71e-06,151.7,107.27156486,240 ng/ml,Normal
35.3,8031846.0,6.79e-06,104.2,119.6685381,0,Normal
35.69,764000.0,8.71e-06,118.8,145.61135138,90 ng/ml,Normal
44.0,764000.0,8.71e-06,300.6,77.39729939,120 ng/ml,Normal
60.05,3873739.0,6.79e-06,227.3,126.36001759,57 ng/ml,Normal
35.31,10223256.0,6.79e-06,104.2,103.38466507,57 ng/ml,Normal
39.87,764000.0,6.79e-06,173.6,119.78976059,270 ng/ml,Normal
36.4,764000.0,8.71e-06,144.0,144.512939,300 ng/ml,Normal
57.35,2135785.0,8.71e-06,276.6,133.65748509,0,Normal
49.23,764000.0,8.71e-06,104.2,120.93855271,57 ng/ml,Normal
61.58,914205.0,6.79e-06,197.8,184.306769,90 ng/ml,Normal
31.25,1006046.0,8.71e-06,104.2,146.13856094,106 ng/ml,Normal
40.46,3400807.0,8.71e-06,104.2,177.72388162,300 ng/ml,Normal
49.22,764000.0,8.71e-06,174.9,140.54513608,240 ng/ml,Normal
44.66,764000.0,6.79e-06,256.6,53.53560774,150 ng/ml,Normal
42.31,2727713.0,6.79e-06,127.4,47.65483009,0,Normal
36.86,1758327.0,8.71e-06,114.0,152.58488593,150 ng/ml,Normal
31.25,906672.0,8.71e-06,104.2,119.95268364,10 ng/ml,Normal
37.22,764000.0,8.71e-06,169.7,139.27603916,270 ng/ml,Normal
41.66,764000.0,8.71e-06,359.7,159.28443178,150 ng/ml,Normal
44.83,1332880.0,6.79e-06,430.3,4.24041506,120 ng/ml,Normal
59.15,764000.0,6.79e-06,104.2,0.0,270 ng/ml,Normal
47.4,764000.0,8.71e-06,181.3,170.0612068,106 ng/ml,Normal
61.21,4324709.0,8.71e-06,154.7,160.46776335,240 ng/ml,Normal
61.58,764000.0,6.79e-06,446.2,7.8294257,240 ng/ml,Normal
54.47,764000.0,6.79e-06,159.6,167.58645505,120 ng/ml,Normal
41.83,1067301.0,6.79e-06,104.2,121.80343572,57 ng/ml,Normal
38.87,764000.0,8.71e-06,273.4,136.68866635,150 ng/ml,Normal
48.48,10838551.0,6.79e-06,151.9,74.73381488,270 ng/ml,Normal
42.68,764000.0,8.71e-06,115.8,184.306769,57 ng/ml,Normal
37.44,868240.0,6.79e-06,143.9,152.6713481,360 ng/ml,Normal
39.36,1373066.0,8.71e-06,121.9,184.306769,90 ng/ml,Normal
44.7,764000.0,6.79e-06,104.2,66.96674246,270 ng/ml,Normal
46.39,764000.0,6.79e-06,140.5,43.21332062,270 ng/ml,Normal
60.48,3861813.0,8.71e-06,179.0,5.56303055,360 ng/ml,Normal
38.93,764000.0,6.79e-06,123.4,178.47956235,10 ng/ml,Normal
41.14,764000.0,8.71e-06,104.2,184.306769,360 ng/ml,Normal
48.15,764000.0,6.79e-06,330.4,140.78720154,360 ng/ml,Normal
34.43,1670859.0,8.71e-06,104.2,101.16291331,90 ng/ml,Normal
51.15,2801165.0,6.79e-06,113.9,10.58769772,106 ng/ml,Normal
37.98,1909285.0,6.79e-06,126.1,0.0,28 ng/ml,Normal
34.08,764000.0,6.79e-06,294.6,151.88010445,120 ng/ml,Normal
